AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os10g25300	Chr10:13083492-13083572	1-2	72::309	0::519	73::411	236::919	0.1889763779527559	4.944898227658036E-10	1.7073704438847697E-8	AltStart
LOC_Os06g06040	Chr6:2778282-2778434	3	1093::0	434::96	440::919	148::553	0.18113207547169807	5.472664804214522E-10	1.8800538382963222E-8	Cassette
LOC_Os01g57490	Chr1:33220635-33220845	6	123::84	292::0	229::343	471::273	-0.4057971014492754	5.89366473394521E-10	2.0103641182020664E-8	Cassette_multi
LOC_Os04g02354	Chr4:835890-835960	1-2	196::1902	51::2634	218::1393	105::1696	0.07485980288565186	5.911097083804958E-10	2.0103641182020664E-8	Cassette
LOC_Os09g35960	Chr9:20718833-20718882	3	2403::89	3061::3	1152::993	1464::1169	-0.03473517344274524	6.150811370090531E-10	2.0814835293211835E-8	Cassette
LOC_Os07g04350	Chr7:1929141-1929193	2	2::9113	416::13503	34::6270	362::9049	-0.029667082311111318	8.095975344675795E-10	2.7261794205190472E-8	Cassette
LOC_Os01g58444	Chr1:33784694-33784759	5	3646::1610	3988::570	1956::1214	2060::971	-0.18128917226968055	9.411420518031418E-10	3.153521298701956E-8	Cassette
LOC_Os01g61860	Chr1:35793409-35793518	1	631::0	567::0	406::78	367::308	0.0	1.3988741650742955E-9	4.6642853288408616E-8	A5SS
LOC_Os01g16060	Chr1:9051120-9051168	before first	102::45	441::10	369::502	458::477	-0.2839494999773745	1.7044241250651604E-9	5.655362389606449E-8	Cassette
LOC_Os05g41080	Chr5:24068446-24068466	6	0::1700	274::2411	260::2189	534::3332	-0.10204841713221602	1.8469459331056388E-9	6.098507882031338E-8	A3SS
LOC_Os10g30370	Chr10:15781575-15781618	1-2	5::225	110::134	24::275	121::236	-0.42908054169636495	1.995669580396335E-9	6.557750959350663E-8	A3SS
LOC_Os02g40514	Chr2:24575088-24575094	2	5497::608	0::14623	4563::9719	2946::14831	0.9004258106780216	2.1024275991137908E-9	6.875342562101925E-8	A3SS
LOC_Os05g11260	Chr5:6359567-6359613	11	198::3092	561::2549	409::1852	732::1715	-0.11993627736342222	2.3609901314742634E-9	7.683949700616238E-8	A5SS
LOC_Os08g04150	Chr8:2014461-2014532	2	2566::214	1395::882	1146::781	628::855	0.31006924810256786	2.4666143400369914E-9	7.989481305205532E-8	Cassette
LOC_Os02g55840	Chr2:34183352-34183404	2	1051::415	202::537	1008::932	383::661	0.4435744258215538	3.2548262517028548E-9	1.049257258961271E-7	Cassette
LOC_Os07g31450	Chr7:18638946-18638962	before first	51::276	262::242	50::279	223::334	-0.3638779670889763	3.399675086946369E-9	1.0907825444060945E-7	Cassette
LOC_Os02g38494	Chr2:23281181-23281261	1-2	37::47	0::222	13::55	8::62	0.44580549368968075	4.522268732494478E-9	1.4441536111937767E-7	AltStart
LOC_Os04g53440	Chr4:31822013-31822160	2-3	0::155	561::57	317::1549	340::1726	-0.9077669902912622	4.988559068494095E-9	1.5856158310232164E-7	Cassette
LOC_Os01g01689	Chr1:368117-368156	69	1706::9	1503::106	1651::1505	1418::1446	0.06063161480520474	6.1359059473508905E-9	1.9412294071572444E-7	Cassette
LOC_Os10g28340	Chr10:14747940-14748032	2	940::211	1229::1297	759::1283	891::2465	0.3301411626641573	6.319308678461163E-9	1.989997112541335E-7	Cassette
LOC_Os04g33060	Chr4:20016647-20016706	3-4	76::570	0::787	68::635	14::840	0.11764705882352941	7.74309186641885E-9	2.427120316837835E-7	Cassette
LOC_Os03g15890	Chr3:8768774-8768874	5-6	2554::50	2951::879	2230::1915	3141::3211	0.2103026875704379	8.190581764323809E-9	2.555611796372961E-7	Cassette
LOC_Os02g54130	Chr2:33172326-33172380	5	408::2617	64::4338	364::3411	110::5269	0.12033718707875082	9.719444369322242E-9	3.018797287677164E-7	Cassette
LOC_Os02g12450	Chr2:6489065-6489147	before first	240::284	324::8	268::481	325::279	-0.5178883472822589	1.0266177895807334E-8	3.1741155476037037E-7	A5SS
LOC_Os07g01880	Chr7:533227-533326	1-2	2::862	76::554	7::714	40::569	-0.11832010582010583	1.1146824901196744E-8	3.430801039725803E-7	Cassette
LOC_Os04g31020	Chr4:18539917-18540011	3	185::52	34::190	315::252	177::280	0.6255252100840336	1.215718080783515E-8	3.724916389860121E-7	A5SS
LOC_Os08g01180	Chr8:119123-119215	5	2875::141	3457::0	1322::2107	1553::2409	-0.046750663129973447	1.2692731670509456E-8	3.8715677499015836E-7	Cassette
LOC_Os02g05520	Chr2:2670559-2670629	7-8	168::307	0::410	146::493	19::534	0.35368421052631577	1.4543400057006075E-8	4.4162592494533626E-7	Cassette
LOC_Os10g30600	Chr10:15922378-15922395	4	6::53	115::0	20::152	137::146	-0.8983050847457628	1.6690935673622065E-8	5.045855308976769E-7	A3SS
LOC_Os05g33644	Chr5:19798472-19798759	6	181::0	4::93	103::120	14::130	0.9587628865979382	1.776941174874255E-8	5.348121182077293E-7	Cassette
LOC_Os07g43870	Chr7:26230807-26230952	1	549::3	597::5	540::139	1069::787	0.002870865231835884	1.8147921145428178E-8	5.437980600493501E-7	A5SS
LOC_Os03g63360	Chr3:35806909-35807384	2	1::90	92::15	14::163	354::478	-0.8488240731231386	2.1535332070813037E-8	6.424707401125889E-7	A3SS
LOC_Os07g41570	Chr7:24909805-24909838	before first	58::364	0::755	277::709	110::912	0.13744075829383887	2.3468172484064206E-8	6.970764595484923E-7	A5SS
LOC_Os01g46710	Chr1:26605461-26605558	2-3	194::1213	25::1081	186::1567	61::1470	0.11527804017885256	3.479736071020111E-8	1.0290941197860345E-6	Cassette
LOC_Os11g08590	Chr11:4562929-4563067	6-7	17::337	270::223	20::340	125::404	-0.4996447439291321	3.6015270459480396E-8	1.0605016002830546E-6	Cassette
LOC_Os02g49700	Chr2:30381929-30381959	1	2482::0	1226::12	2499::2917	1076::2188	0.009693053311793265	3.7572495329503734E-8	1.1015866949624327E-6	A5SS
LOC_Os01g21420	Chr1:11963441-11963616	11-12	248::243	115::803	1344::613	1252::1497	0.379819318539817	4.0336631740024017E-8	1.177552657062847E-6	Cassette_multi
LOC_Os08g23140	Chr8:13948709-13949467	8	264::1169	44::1415	546::1543	267::1446	0.15396343210867197	4.4470685186388935E-8	1.2926906010163143E-6	Cassette
LOC_Os09g36180	Chr9:20858379-20858408	9	0::492	284::702	61::504	258::644	-0.2869653081845742	5.695589036048467E-8	1.6485700690724117E-6	A3SS
LOC_Os04g34010	Chr4:20593451-20593490	5	88::14	45::237	217::238	240::434	0.7031706299541094	6.088906350798367E-8	1.7549466524631565E-6	A5SS
LOC_Os07g42260	Chr7:25290435-25290447	8	67::406	0::616	159::528	58::581	0.1416490486257928	6.205421997514441E-8	1.780982296501824E-6	A3SS
LOC_Os02g51400	Chr2:31476610-31476651	10	414::423	213::589	202::746	109::754	0.2290376210012603	7.627045616108458E-8	2.1797968185197364E-6	Cassette
LOC_Os08g39080	Chr8:24689191-24689232	6-7	179::225	0::155	203::815	21::477	0.4430693069306931	8.092158392864524E-8	2.3004989704283303E-6	Cassette
LOC_Os09g24910	Chr9:14874165-14874225	5-6	90::633	2::644	130::542	19::488	0.12139013769263822	8.117020771872968E-8	2.3004989704283303E-6	Cassette
LOC_Os05g46490	Chr5:26934904-26934984	8	5858::178	4128::10	3090::3469	2089::2195	-0.027073101907325148	8.375940611654638E-8	2.3640310390238526E-6	Cassette
LOC_Os05g39140	Chr5:22958850-22958936	3	855::0	552::64	401::282	286::361	0.10389610389610393	8.761049478785684E-8	2.4625065518471167E-6	Cassette
LOC_Os04g52340	Chr4:31099198-31099212	10	0::2502	119::2956	285::1120	452::1440	-0.038814664039323536	8.939254687272729E-8	2.5022555713098396E-6	A3SS
LOC_Os05g45900	Chr5:26592116-26592124	11	20::76	92::2	56::376	85::318	-0.7703900709219857	9.075940162699758E-8	2.5301043027329404E-6	A5SS
LOC_Os08g13905	Chr8:8304181-8304353	2	427::64	79::92	304::251	34::186	0.40766546372720674	9.699248091824571E-8	2.692827980432275E-6	Cassette
LOC_Os08g41560	Chr8:26253341-26253421	3	0::192	53::89	61::290	135::173	-0.3732394366197183	9.938828435725072E-8	2.748126464219591E-6	AltEnd
LOC_Os09g29840	Chr9:18153512-18153517	8	1809::0	115::424	835::1586	260::1096	0.7866419294990723	1.045119322451042E-7	2.8780978264421003E-6	A3SS
LOC_Os04g54474	Chr4:32408213-32408266	3-4	8::505	62::266	18::474	66::321	-0.17342984833357106	1.097918141434606E-7	3.011306128241206E-6	Cassette
LOC_Os10g24094	Chr10:12343787-12343847	3	528::1329	66::1071	444::792	218::635	0.22644915541211616	1.2240952574233292E-7	3.3438939522062186E-6	A5SS
LOC_Os05g34900	Chr5:20732296-20732463	5	111::558	9::933	177::621	81::831	0.15636514238382224	1.356283926747774E-7	3.690177307895344E-6	A5SS
LOC_Os09g29420	Chr9:17877838-17877861	8	244::7	96::59	228::225	139::167	0.35275671507518314	1.369279859766435E-7	3.7106938669845783E-6	A3SS
LOC_Os01g12840	Chr1:7107973-7108065	2	621::7	267::85	324::641	196::449	0.23033077591198603	1.4299885742160126E-7	3.859834238816396E-6	Cassette
LOC_Os08g02950	Chr8:1284547-1284695	6	2666::62	819::111	1415::1136	582::249	0.09662756598240474	1.506618578983554E-7	4.050600622231673E-6	Cassette
LOC_Os11g03970	Chr11:1607331-1607454	10	224::991	0::925	237::1338	207::1332	0.18436213991769548	1.7213859332835845E-7	4.592616915519709E-6	A3SS
LOC_Os04g40400	Chr4:24015405-24015617	2	2882::20	516::0	4136::2122	2570::2071	-0.006891798759476209	1.7217249536276477E-7	4.592616915519709E-6	A5SS
LOC_Os01g70010	Chr1:40498277-40498279	1	51::94	1832::0	47::32	1715::149	-0.6482758620689655	1.7452399576881596E-7	4.637157106326117E-6	AltStart
LOC_Os05g37140	Chr5:21706685-21707116	1	36::162	0::1101	60::39	53::549	0.18181818181818182	1.8008028458526756E-7	4.766171578789844E-6	A5SS
LOC_Os11g04390	Chr11:1822560-1822892	2	236::2	124::33	396::852	397::1722	0.20178772145800994	1.9226657052084134E-7	5.0689814445068324E-6	A3SS
LOC_Os07g01820	Chr7:474015-474101	3	8::7154	247::8871	161::8017	254::9969	-0.02597226754080157	1.9924313471821373E-7	5.232632441518493E-6	Cassette
LOC_Os09g32820	Chr9:19574328-19574352	12	121::2051	0::2088	374::1815	262::1779	0.05570902394106814	2.3309586333354889E-7	6.098146393826152E-6	A3SS
LOC_Os05g18280	Chr5:10532634-10532691	3-4	448::97	1293::32	329::504	670::877	-0.15372203098106718	2.4640418935528324E-7	6.421614160898991E-6	Cassette
LOC_Os08g30480	Chr8:18759834-18759902	3	780::76	1906::0	440::264	1065::898	-0.08878504672897192	2.7479198301008703E-7	7.1341033146359235E-6	Cassette
LOC_Os08g04830	Chr8:2429671-2429680	2	0::385	163::648	198::476	188::744	-0.20098643649815043	3.5060305272459977E-7	9.067688078451436E-6	A3SS
LOC_Os09g32930	Chr9:19626392-19626404	14	786::406	14::90	656::1272	20::167	0.5247805885389778	3.6410577843510884E-7	9.381240548922766E-6	Cassette
LOC_Os06g05910	Chr6:2708158-2708559	7	168::0	89::0	595::356	225::394	0.0	3.9091741226055686E-7	1.0034038634703048E-5	A3SS
LOC_Os07g28460	Chr7:16655808-16656391	5-6	49::282	1::313	281::547	44::360	0.14485154040063886	4.439844326123889E-7	1.1353316205373943E-5	Cassette
LOC_Os09g14600	Chr9:8645325-8645360	4	865::8	529::293	622::647	484::620	0.3467550177528266	5.058557006426696E-7	1.2887005527233853E-5	A5SS
LOC_Os12g20144	Chr12:11721023-11721065	7	1580::243	459::339	1516::1296	1834::1472	0.29151526649866577	5.130201056723315E-7	1.3020756562623877E-5	Cassette
LOC_Os02g12600	Chr2:6584752-6584764	6	338::191	363::0	562::641	422::488	-0.3610586011342155	5.410365779946247E-7	1.3680783656206087E-5	A5SS
LOC_Os11g31770	Chr11:18649480-18649512	22	1212::36	4241::4	1269::985	3403::2565	-0.0279038688049289	5.614650572338398E-7	1.4144760441868809E-5	A3SS
LOC_Os04g29424	Chr4:17492881-17492969	5	43::113	848::196	141::403	902::1267	-0.5366195107574417	5.723553785734219E-7	1.4365908800946182E-5	A3SS
LOC_Os02g36740	Chr2:22165394-22165423	4	121::1912	230::1297	266::1629	342::1187	-0.0911041811421306	6.392066488675327E-7	1.598486627057705E-5	A3SS
LOC_Os09g33520	Chr9:19773853-19773994	5	714::399	1339::305	541::1150	956::1307	-0.1729674516825047	6.804643558076697E-7	1.6954280396350806E-5	Cassette
LOC_Os02g49610	Chr2:30323773-30323842	4	61::2121	2::2502	257::1421	115::1647	0.027157281621632702	6.899627991539633E-7	1.705518590461048E-5	A3SS
LOC_Os11g03970	Chr11:1607109-1607302	9	224::305	0::221	348::966	321::860	0.42344045368620037	6.917486922424233E-7	1.705518590461048E-5	A5SS
LOC_Os03g24460	Chr3:13946253-13946371	7-8	22::1684	171::1402	70::1575	203::1428	-0.09581380997772344	6.920363583758443E-7	1.705518590461048E-5	Cassette
LOC_Os04g32690	Chr4:19701488-19701575	18	913::302	1055::112	466::748	553::681	-0.15258709151882532	7.038878175737798E-7	1.7284638755006678E-5	Cassette
LOC_Os01g56360	Chr1:32473918-32473995	8	1671::3	1429::79	941::810	847::960	0.05059515320916885	7.35091680000921E-7	1.7985948227936205E-5	Cassette
LOC_Os02g35910	Chr2:21571889-21572004	4-5	359::157	21::202	265::464	217::484	0.6015660305210833	7.421210289918224E-7	1.809285748818056E-5	Cassette_multi
LOC_Os01g70740	Chr1:40948524-40948635	2	0::1665	141::754	78::1806	298::1519	-0.15754189944134078	7.458644557725924E-7	1.8119178672018475E-5	A3SS
LOC_Os05g06530	Chr5:3361438-3361508	2	277::67	551::2	294::441	552::662	-0.19115080533243622	7.535740125376117E-7	1.8241318267903328E-5	A3SS
LOC_Os12g16350	Chr12:9352002-9353718	3	1068::530	618::0	515::2077	127::1156	-0.3325	8.088580238275293E-7	1.9510114461258347E-5	Cassette
LOC_Os04g45930	Chr4:27203594-27203618	9	1599::8	1972::164	1507::1701	1849::2069	0.07180080593098082	8.686791332964449E-7	2.086241207802517E-5	A5SS
LOC_Os01g13660	Chr1:7654555-7654633	1-2	119::6124	0::5880	201::2488	46::2514	0.01906134871055582	8.710563114024034E-7	2.086241207802517E-5	Cassette
LOC_Os01g61430	Chr1:35521305-35521373	5	3449::26	2745::150	1906::1459	1615::1277	0.04433145711410147	9.116406651113857E-7	2.173366039883671E-5	Cassette
LOC_Os07g29420	Chr7:17273549-17273554	2	259::155	365::43	379::506	257::443	-0.2690039784029554	9.138234157699647E-7	2.173366039883671E-5	A3SS
LOC_Os11g08590	Chr11:4565008-4565180	3	179::0	269::0	149::363	252::170	0.0	1.08149300432887E-6	2.5631761029424997E-5	A5SS
LOC_Os12g31660	Chr12:19067572-19068609	3	1::128	646::59	213::355	589::428	-0.9085601187530925	1.3290364247470273E-6	3.138925611503222E-5	Cassette_multi
LOC_Os05g32390	Chr5:18897162-18897167	5	132::75	233::0	168::231	202::252	-0.3623188405797102	1.3744689417657555E-6	3.234995758439678E-5	A5SS
LOC_Os08g11220	Chr8:6598562-6598715	2	3396::93	987::98	1375::1054	192::376	0.06506778686019177	1.4872541550667171E-6	3.488380263022003E-5	Cassette
LOC_Os10g30590	Chr10:15922378-15922395	3	6::53	115::0	20::86	137::66	-0.8983050847457628	1.5120857688616522E-6	3.534435532576274E-5	A5SS
LOC_Os11g06410	Chr11:3092610-3092688	2	0::820	73::682	40::1143	70::914	-0.09668874172185431	1.559828855849825E-6	3.633546533387161E-5	Cassette
LOC_Os12g38560	Chr12:23675729-23675791	2	1642::56	180::51	2014::1987	308::350	0.18779924433634676	1.7856505942667875E-6	4.1453909017756614E-5	A3SS
LOC_Os10g24094	Chr10:12342485-12343511	4-5	0::563	34::299	445::2723	547::1874	-0.1021021021021021	2.361307409004742E-6	5.4631336721259375E-5	MXE
LOC_Os09g29840	Chr9:18153605-18153617	7	0::1809	90::115	147::1848	575::2176	-0.43902439024390244	2.4310045874290327E-6	5.6053197300651796E-5	A5SS
LOC_Os01g41565	Chr1:23531232-23531455	6	3375::1	2567::108	1327::1912	1028::1620	0.04005265924777346	2.6728018014032535E-6	6.141077014812413E-5	Cassette_multi
LOC_Os10g30550	Chr10:15885223-15885261	14	220::0	178::11	192::55	174::231	0.05820105820105825	2.6902625620680136E-6	6.141077014812413E-5	A3SS
LOC_Os12g30520	Chr12:18315741-18315791	5	171::48	536::0	421::514	587::581	-0.2191780821917808	2.690445384319463E-6	6.141077014812413E-5	A3SS
LOC_Os12g20324	Chr12:11869826-11869834	3	0::678	202::856	323::580	598::995	-0.19092627599243855	2.728172787147533E-6	6.206364982668067E-5	A3SS
LOC_Os01g21420	Chr1:11962203-11962257	8-9	1051::245	129::828	1191::1104	660::1326	0.6763063060885621	3.1324882268634048E-6	7.102394973041627E-5	Cassette
LOC_Os08g05510	Chr8:2939052-2939106	5	1600::913	1765::587	827::1727	948::1726	-0.1137359539916245	3.418460333054922E-6	7.725038932039727E-5	Cassette
LOC_Os06g13570	Chr6:7490957-7491039	4-5	61::422	393::314	57::480	257::668	-0.4295758768423426	3.488432062911946E-6	7.857057911234125E-5	Cassette
LOC_Os08g02140	Chr8:719117-719168	5	0::771	69::417	70::569	158::411	-0.1419753086419753	3.593433202592742E-6	8.066842456777501E-5	A3SS
LOC_Os01g14790	Chr1:8271815-8272073	2	1514::117	2681::41	1130::531	1555::1123	-0.05665801997197306	4.381997981293193E-6	9.804720483143518E-5	Cassette
LOC_Os04g40030	Chr4:23828482-23828540	3-4	83::302	0::301	179::476	98::367	0.21558441558441557	4.709351457585518E-6	1.0502625775244816E-4	Cassette
LOC_Os11g04440	Chr11:1851172-1851894	3	2::645	1::464	34::264	198::301	9.406524737830516E-4	4.7271802726925534E-6	1.0507934710736844E-4	AltEnd
LOC_Os07g10540	Chr7:5692620-5692676	12-13	78::605	0::612	74::365	9::288	0.11403508771929824	4.75058981764582E-6	1.0525573921702563E-4	Cassette
LOC_Os01g73230	Chr1:42449138-42449191	4	105::1211	1::1417	233::1315	130::1411	0.07908226400377984	5.209954882085431E-6	1.1505880879202953E-4	A3SS
LOC_Os03g10350	Chr3:5281480-5281556	2	7::73	268::107	9::45	151::96	-0.6271666666666667	5.361952149141525E-6	1.1803235766492121E-4	AltStart
LOC_Os02g55720	Chr2:34119297-34119392	7-8	6433::29	1878::68	1251::755	550::331	0.031334757861270046	5.561165163529196E-6	1.2202272723330835E-4	Cassette
LOC_Os01g02334	Chr1:741507-741631	1	1354::0	653::78	1869::1025	803::369	0.10670314637482903	5.67236247135964E-6	1.2406241006491408E-4	A5SS
LOC_Os01g15020	Chr1:8424786-8424851	14	1671::0	1421::78	1590::1771	1551::1845	0.05235078359453149	5.960681321049939E-6	1.2995049469801821E-4	A3SS
LOC_Os01g02334	Chr1:738475-738481	3	147::1	207::365	119::77	504::452	0.6313551313551313	6.08731571444214E-6	1.322872891042666E-4	A3SS
LOC_Os07g49460	Chr7:29617156-29617185	3	370::184	127::342	256::328	114::314	0.3973806095120174	6.130303100945023E-6	1.3279720284276449E-4	Cassette
LOC_Os05g50420	Chr5:28900646-28902003	4-5	21::163	204::131	117::597	298::580	-0.49482478909798827	6.52985880431985E-6	1.4100349075232894E-4	Cassette_multi
LOC_Os05g41070	Chr5:24065387-24065442	3-4	257::1773	91::1825	477::1345	239::1371	0.07910620442835548	8.01276092398998E-6	1.72477214572721E-4	Cassette
LOC_Os05g27520	Chr5:16007577-16007697	11	0::115	0::77	449::1262	372::263	0.0	9.151229942939895E-6	1.9636172262421818E-4	AltEnd
LOC_Os08g23140	Chr8:13945549-13945632	3-4	467::487	130::508	264::773	127::681	0.2852434801162008	9.428086077225343E-6	2.016661682304616E-4	Cassette
LOC_Os01g16660	Chr1:9448747-9448963	4	2::286	227::272	91::241	235::371	-0.44796537519483415	9.530318663009447E-6	2.0321387945388796E-4	MXE
LOC_Os05g19470	Chr5:11318134-11318227	5	567::324	273::477	462::833	306::762	0.27236363636363636	9.736587517703495E-6	2.069633384231849E-4	Cassette
LOC_Os01g01390	Chr1:197915-197954	2	207::1232	451::1123	135::1015	303::1123	-0.14268123511580205	1.0316091555237017E-5	2.185983014290411E-4	Cassette
LOC_Os06g11440	Chr6:6041273-6041400	15-16	0::578	30::537	13::604	220::827	-0.05291005291005291	1.063720980381985E-5	2.247027984024305E-4	Cassette
LOC_Os04g51180	Chr4:30313280-30313367	9	387::124	564::17	593::267	508::92	-0.21340155141112394	1.1146370209129135E-5	2.3472944322754295E-4	A3SS
LOC_Os05g38470	Chr5:22568296-22568396	3	0::73	91::0	64::96	166::111	-1.0	1.1626893160073509E-5	2.4409298541611113E-4	A5SS
LOC_Os03g51890	Chr3:29758236-29758278	before first	10::108	89::17	775::670	552::361	-0.7548768787975696	1.2606677462589127E-5	2.6384806184778846E-4	MXE
LOC_Os08g20020	Chr8:11986055-11986166	3	608::45	711::475	395::571	389::703	0.33159319162562717	1.6820036688422003E-5	3.5095058145597077E-4	Cassette
LOC_Os06g05804	Chr6:2644273-2644287	2	76::476	145::112	822::1159	959::993	-0.42652117521006033	1.7663610770194623E-5	3.674247108833756E-4	A3SS
LOC_Os08g13640	Chr8:8111588-8111689	8	0::1078	7::182	8::1280	26::223	-0.037037037037037035	2.009734629464693E-5	4.167748460249647E-4	Cassette
LOC_Os09g29190	Chr9:17743905-17743941	4	600::54	988::2	524::628	889::1016	-0.08054860531924746	2.1385726361461063E-5	4.4214501735762355E-4	A5SS
LOC_Os01g74640	Chr1:43227121-43227162	3-4	529::234	295::304	444::851	248::698	0.20122979835502458	2.310220450602825E-5	4.761854395454672E-4	Cassette
LOC_Os10g21470	Chr10:10994432-10994727	2-3	240::31	11::59	179::164	23::110	0.7284659989457037	2.331221365377857E-5	4.7845858069894083E-4	Cassette
LOC_Os05g06470	Chr5:3331616-3331736	15-16	94::1041	33::1679	146::1117	81::1507	0.06354368232533246	2.3412304997179912E-5	4.7845858069894083E-4	Cassette
LOC_Os03g18270	Chr3:10244237-10244369	4-5	563::810	785::320	863::1712	947::1292	-0.3003562565706433	2.3423508875734678E-5	4.7845858069894083E-4	Cassette
LOC_Os02g33750	Chr2:20136180-20136257	5	666::0	798::3	918::284	1131::667	0.0037453183520599342	2.4544407213043437E-5	4.998534666560522E-4	A3SS
LOC_Os02g56320	Chr2:34481391-34481414	16	19::195	0::605	298::634	137::775	0.08878504672897196	2.476809761921011E-5	5.024032541412686E-4	A3SS
LOC_Os07g33860	Chr7:20262470-20262883	3	24626::64	22944::4897	1427::441	1361::1294	0.1732298580187681	2.481733216575511E-5	5.024032541412686E-4	AltEnd
LOC_Os05g35274	Chr5:20947247-20947327	6	0::146	41::44	25::120	55::51	-0.4823529411764706	2.6851232225436395E-5	5.419646338202324E-4	AltEnd
LOC_Os02g02350	Chr2:784945-785217	2	540::518	1::577	847::272	686::319	0.5086668716191024	2.7333155189580043E-5	5.500595313595369E-4	AltStart
LOC_Os01g73150	Chr1:42423188-42423193	4	236::11	112::66	254::397	188::372	0.32625210389846704	2.820296405192222E-5	5.658895618913715E-4	A3SS
LOC_Os09g29950	Chr9:18228739-18228746	5	121::39	1::67	159::372	74::287	0.7415441176470589	2.8546413453349767E-5	5.710961891461327E-4	A3SS
LOC_Os03g09930	Chr3:4953458-4953573	1-2	278::52	724::14	495::232	1067::376	-0.13860556787386058	2.8967437015286584E-5	5.778196673841037E-4	Cassette
LOC_Os04g57610	Chr4:34284441-34284450	6	29::2913	0::3359	1041::3360	289::3261	0.009857239972807614	2.9259505837076567E-5	5.819390605374117E-4	A5SS
LOC_Os07g44730	Chr7:26702807-26702917	7	2158::5	1268::54	1560::1381	1196::972	0.038535596956935536	3.015586017447941E-5	5.980179618274313E-4	Cassette
LOC_Os08g15444	Chr8:9396377-9396721	2	87::143	125::0	281::494	332::259	-0.6180257510729614	3.189017806889299E-5	6.305726489087504E-4	A5SS
LOC_Os08g39080	Chr8:24689644-24689814	7	891::426	424::448	624::958	261::649	0.19029905331132052	3.4183837456516834E-5	6.739665576209492E-4	Cassette_multi
LOC_Os05g01010	Chr5:35098-35119	4	2121::14	775::11	1966::648	732::437	0.007437533892295511	3.54067925844584E-5	6.96060702773081E-4	A5SS
LOC_Os03g01360	Chr3:269113-269568	1	884::140	1003::9	539::1461	532::778	-0.12782546936758898	3.647410587291737E-5	7.149765652668125E-4	Cassette_multi
